%U_A/V  I_A/nA*e-3
0.00,170
0.25,120
0.50,100
0.75,95
1.00,90
1.25,90
1.50,80
1.75,80
2.00,70
2.25,60
2.50,50
2.75,40
3.00,30
3.25,20
3.50,10
3.75,0
4.00,0
