#U/V    I_A/mA
0,0.000
10,0.027
20,0.067
30,0.118
40,0.173
50,0.229
60,0.292
70,0.348
80,0.408
90,0.457
100,0.496
110,0.532
120,0.560
130,0.582
140,0.597
150,0.609
160,0.619
170,0.626
180,0.632
190,0.637
200,0.642
210,0.646
220,0.649
230,0.653
240,0.656
250,0.659
