%U_a/V  I_A/nA
0,3.2
0.5,3.1
1.0,3.0
1.5,2.8
2.0,2.5
2.5,2.2
3.0,1.95
3.5,1.7
4.0,1.4
4.5,1.1
5.0,0.6
5.5,0.5
6.0,0.0
