#, Temperatur 1 (°C), Temperatur 2 (°C), Temperatur 3 (°C), Temperatur 4 (°C), Temperatur 5 (°C), Temperatur 6 (°C), Temperatur 7 (°C), Temperatur 8 (°C), Zeit (s)
365, 55.73, 65.58, 66.12, 53.12, 62.25, 69.83, 57.61, 37.95, 364.0000
366, 55.90, 65.59, 66.06, 53.30, 62.49, 69.61, 57.85, 37.97, 365.0000
367, 56.07, 65.49, 65.87, 53.47, 62.69, 69.23, 58.08, 38.00, 366.0000
368, 56.24, 65.28, 65.57, 53.63, 62.86, 68.74, 58.26, 38.03, 367.0000
369, 56.40, 65.00, 65.19, 53.78, 62.98, 68.19, 58.41, 38.07, 368.0000
370, 56.55, 64.68, 64.75, 53.91, 63.06, 67.60, 58.51, 38.09, 369.0000
371, 56.68, 64.31, 64.30, 54.04, 63.09, 67.01, 58.58, 38.12, 370.0000
372, 56.80, 63.91, 63.81, 54.15, 63.09, 66.43, 58.62, 38.16, 371.0000
373, 56.90, 63.50, 63.33, 54.25, 63.06, 65.87, 58.62, 38.19, 372.0000
374, 56.98, 63.09, 62.83, 54.32, 63.00, 65.31, 58.59, 38.23, 373.0000
375, 57.05, 62.67, 62.34, 54.37, 62.92, 64.77, 58.53, 38.27, 374.0000
376, 57.10, 62.25, 61.85, 54.41, 62.82, 64.25, 58.44, 38.31, 375.0000
377, 57.13, 61.84, 61.37, 54.43, 62.70, 63.75, 58.33, 38.35, 376.0000
378, 57.15, 61.43, 60.90, 54.44, 62.57, 63.28, 58.20, 38.39, 377.0000
379, 57.16, 61.03, 60.43, 54.43, 62.42, 62.82, 58.04, 38.42, 378.0000
380, 57.15, 60.65, 59.99, 54.41, 62.27, 62.39, 57.88, 38.47, 379.0000
381, 57.13, 60.28, 59.55, 54.38, 62.10, 61.96, 57.70, 38.51, 380.0000
382, 57.10, 59.91, 59.14, 54.34, 61.93, 61.56, 57.51, 38.55, 381.0000
383, 57.07, 59.56, 58.72, 54.28, 61.75, 61.17, 57.31, 38.59, 382.0000
384, 57.02, 59.22, 58.33, 54.23, 61.57, 60.81, 57.10, 38.63, 383.0000
385, 56.97, 58.89, 57.95, 54.16, 61.39, 60.45, 56.89, 38.67, 384.0000
386, 56.91, 58.58, 57.59, 54.09, 61.20, 60.10, 56.67, 38.71, 385.0000
387, 56.85, 58.28, 57.24, 54.01, 61.01, 59.78, 56.44, 38.75, 386.0000
388, 56.78, 57.98, 56.90, 53.93, 60.81, 59.47, 56.22, 38.79, 387.0000
389, 56.70, 57.69, 56.57, 53.84, 60.62, 59.16, 55.99, 38.84, 388.0000
390, 56.63, 57.42, 56.26, 53.76, 60.42, 58.87, 55.76, 38.88, 389.0000
391, 56.55, 57.16, 55.96, 53.66, 60.23, 58.59, 55.53, 38.91, 390.0000
392, 56.46, 56.91, 55.66, 53.57, 60.03, 58.31, 55.30, 38.96, 391.0000
393, 56.38, 56.66, 55.38, 53.47, 59.83, 58.06, 55.07, 39.00, 392.0000
394, 56.29, 56.43, 55.11, 53.37, 59.63, 57.80, 54.84, 39.04, 393.0000
395, 56.20, 56.20, 54.86, 53.27, 59.43, 57.56, 54.62, 39.08, 394.0000
396, 56.11, 55.98, 54.61, 53.17, 59.23, 57.32, 54.39, 39.11, 395.0000
397, 56.02, 55.77, 54.37, 53.06, 59.04, 57.09, 54.17, 39.15, 396.0000
398, 55.93, 55.56, 54.14, 52.96, 58.84, 56.87, 53.95, 39.19, 397.0000
399, 55.83, 55.38, 53.91, 52.85, 58.65, 56.65, 53.73, 39.23, 398.0000
400, 55.74, 55.19, 53.71, 52.75, 58.46, 56.45, 53.52, 39.27, 399.0000
401, 55.64, 55.00, 53.50, 52.64, 58.27, 56.24, 53.31, 39.30, 400.0000
402, 55.54, 54.83, 53.31, 52.54, 58.07, 56.04, 53.10, 39.33, 401.0000
403, 55.45, 54.66, 53.12, 52.43, 57.88, 55.86, 52.91, 39.36, 402.0000
404, 55.36, 54.50, 52.94, 52.33, 57.70, 55.68, 52.70, 39.40, 403.0000
405, 55.26, 54.40, 52.85, 52.22, 57.52, 55.69, 52.51, 39.43, 404.0000
406, 55.17, 54.44, 52.93, 52.12, 57.34, 55.98, 52.32, 39.46, 405.0000
407, 55.07, 54.60, 53.18, 52.02, 57.20, 56.46, 52.16, 39.49, 406.0000
408, 54.98, 54.88, 53.54, 51.92, 57.09, 57.06, 52.03, 39.52, 407.0000
409, 54.89, 55.24, 53.98, 51.83, 57.03, 57.73, 51.93, 39.55, 408.0000
410, 54.82, 55.65, 54.49, 51.76, 57.01, 58.43, 51.88, 39.57, 409.0000
411, 54.76, 56.12, 55.05, 51.70, 57.04, 59.14, 51.87, 39.60, 410.0000
412, 54.72, 56.61, 55.62, 51.65, 57.13, 59.84, 51.89, 39.62, 411.0000
413, 54.69, 57.11, 56.21, 51.63, 57.24, 60.51, 51.96, 39.64, 412.0000
414, 54.68, 57.63, 56.80, 51.62, 57.37, 61.17, 52.06, 39.67, 413.0000
415, 54.69, 58.14, 57.39, 51.63, 57.54, 61.81, 52.19, 39.69, 414.0000
416, 54.72, 58.65, 57.98, 51.66, 57.72, 62.42, 52.35, 39.71, 415.0000
417, 54.76, 59.16, 58.54, 51.71, 57.92, 63.01, 52.54, 39.74, 416.0000
418, 54.82, 59.65, 59.11, 51.77, 58.14, 63.58, 52.74, 39.76, 417.0000
419, 54.89, 60.14, 59.65, 51.84, 58.37, 64.12, 52.96, 39.78, 418.0000
420, 54.97, 60.60, 60.19, 51.93, 58.60, 64.63, 53.20, 39.80, 419.0000
421, 55.07, 61.07, 60.70, 52.03, 58.85, 65.12, 53.45, 39.82, 420.0000
422, 55.18, 61.51, 61.20, 52.14, 59.10, 65.60, 53.71, 39.84, 421.0000
423, 55.29, 61.94, 61.68, 52.26, 59.36, 66.05, 53.98, 39.86, 422.0000
424, 55.42, 62.36, 62.15, 52.40, 59.61, 66.49, 54.26, 39.88, 423.0000
425, 55.55, 62.77, 62.61, 52.53, 59.88, 66.90, 54.54, 39.90, 424.0000
426, 55.69, 63.17, 63.05, 52.68, 60.15, 67.30, 54.83, 39.91, 425.0000
427, 55.83, 63.54, 63.47, 52.83, 60.41, 67.69, 55.12, 39.93, 426.0000
428, 55.98, 63.90, 63.87, 52.98, 60.67, 68.06, 55.42, 39.95, 427.0000
429, 56.13, 64.25, 64.26, 53.13, 60.94, 68.41, 55.71, 39.97, 428.0000
430, 56.28, 64.60, 64.64, 53.30, 61.21, 68.75, 56.00, 39.99, 429.0000
431, 56.45, 64.93, 65.01, 53.46, 61.47, 69.09, 56.30, 40.01, 430.0000
432, 56.61, 65.25, 65.35, 53.63, 61.74, 69.41, 56.59, 40.02, 431.0000
433, 56.77, 65.56, 65.69, 53.79, 62.01, 69.72, 56.89, 40.04, 432.0000
434, 56.93, 65.85, 66.01, 53.96, 62.27, 70.02, 57.18, 40.06, 433.0000
435, 57.10, 66.14, 66.33, 54.13, 62.54, 70.31, 57.47, 40.08, 434.0000
436, 57.27, 66.42, 66.63, 54.31, 62.80, 70.59, 57.76, 40.10, 435.0000
437, 57.43, 66.68, 66.92, 54.47, 63.06, 70.87, 58.04, 40.12, 436.0000
438, 57.60, 66.94, 67.20, 54.65, 63.31, 71.13, 58.32, 40.14, 437.0000
439, 57.77, 67.19, 67.47, 54.82, 63.57, 71.39, 58.59, 40.16, 438.0000
440, 57.94, 67.44, 67.73, 54.99, 63.81, 71.64, 58.87, 40.19, 439.0000
441, 58.11, 67.67, 67.98, 55.16, 64.07, 71.89, 59.14, 40.21, 440.0000
442, 58.28, 67.90, 68.22, 55.33, 64.31, 72.12, 59.40, 40.23, 441.0000
443, 58.44, 68.12, 68.45, 55.50, 64.56, 72.36, 59.66, 40.26, 442.0000
444, 58.61, 68.33, 68.68, 55.66, 64.80, 72.58, 59.91, 40.28, 443.0000
445, 58.78, 68.51, 68.84, 55.84, 65.04, 72.68, 60.16, 40.30, 444.0000
446, 58.95, 68.56, 68.85, 56.00, 65.27, 72.55, 60.41, 40.33, 445.0000
447, 59.11, 68.51, 68.71, 56.16, 65.48, 72.22, 60.63, 40.36, 446.0000
448, 59.28, 68.33, 68.45, 56.33, 65.66, 71.77, 60.83, 40.38, 447.0000
449, 59.43, 68.09, 68.10, 56.48, 65.80, 71.24, 60.99, 40.41, 448.0000
450, 59.57, 67.77, 67.70, 56.62, 65.89, 70.67, 61.12, 40.45, 449.0000
451, 59.71, 67.41, 67.24, 56.75, 65.93, 70.08, 61.20, 40.47, 450.0000
452, 59.83, 67.03, 66.76, 56.86, 65.95, 69.50, 61.25, 40.51, 451.0000
453, 59.93, 66.61, 66.28, 56.95, 65.92, 68.91, 61.26, 40.54, 452.0000
454, 60.01, 66.20, 65.78, 57.03, 65.86, 68.35, 61.23, 40.58, 453.0000
455, 60.07, 65.78, 65.28, 57.08, 65.79, 67.81, 61.18, 40.61, 454.0000
456, 60.12, 65.35, 64.78, 57.12, 65.69, 67.27, 61.10, 40.64, 455.0000
457, 60.16, 64.93, 64.29, 57.15, 65.57, 66.76, 60.99, 40.68, 456.0000
458, 60.18, 64.52, 63.81, 57.15, 65.44, 66.27, 60.87, 40.72, 457.0000
459, 60.19, 64.12, 63.34, 57.14, 65.29, 65.80, 60.72, 40.76, 458.0000
460, 60.17, 63.72, 62.89, 57.12, 65.14, 65.35, 60.55, 40.79, 459.0000
461, 60.16, 63.34, 62.44, 57.09, 64.97, 64.91, 60.38, 40.83, 460.0000
462, 60.12, 62.97, 62.01, 57.05, 64.80, 64.50, 60.19, 40.87, 461.0000
463, 60.09, 62.60, 61.60, 57.00, 64.62, 64.10, 59.99, 40.91, 462.0000
464, 60.04, 62.25, 61.19, 56.94, 64.43, 63.72, 59.79, 40.95, 463.0000
465, 59.99, 61.92, 60.80, 56.87, 64.23, 63.35, 59.56, 40.98, 464.0000
466, 59.92, 61.59, 60.42, 56.79, 64.04, 63.00, 59.34, 41.02, 465.0000
467, 59.86, 61.28, 60.06, 56.71, 63.84, 62.66, 59.11, 41.06, 466.0000
468, 59.78, 60.98, 59.71, 56.63, 63.64, 62.34, 58.88, 41.10, 467.0000
469, 59.71, 60.68, 59.37, 56.54, 63.45, 62.02, 58.65, 41.13, 468.0000
470, 59.62, 60.40, 59.05, 56.44, 63.25, 61.72, 58.42, 41.17, 469.0000
471, 59.54, 60.13, 58.74, 56.35, 63.04, 61.43, 58.18, 41.21, 470.0000
472, 59.45, 59.87, 58.44, 56.25, 62.84, 61.15, 57.95, 41.25, 471.0000
473, 59.36, 59.61, 58.15, 56.15, 62.64, 60.88, 57.72, 41.29, 472.0000
474, 59.27, 59.37, 57.88, 56.04, 62.44, 60.61, 57.48, 41.32, 473.0000
475, 59.18, 59.13, 57.61, 55.94, 62.24, 60.36, 57.26, 41.36, 474.0000
476, 59.08, 58.90, 57.35, 55.83, 62.02, 60.12, 57.03, 41.40, 475.0000
477, 58.99, 58.69, 57.11, 55.72, 61.82, 59.88, 56.80, 41.43, 476.0000
478, 58.88, 58.48, 56.87, 55.62, 61.63, 59.65, 56.58, 41.47, 477.0000
479, 58.78, 58.27, 56.64, 55.51, 61.43, 59.43, 56.36, 41.51, 478.0000
480, 58.68, 58.08, 56.43, 55.40, 61.23, 59.21, 56.15, 41.54, 479.0000
481, 58.58, 57.89, 56.21, 55.29, 61.04, 59.00, 55.94, 41.58, 480.0000
482, 58.48, 57.71, 56.01, 55.18, 60.84, 58.80, 55.72, 41.61, 481.0000
483, 58.38, 57.53, 55.81, 55.08, 60.65, 58.60, 55.52, 41.64, 482.0000
484, 58.28, 57.36, 55.63, 54.97, 60.46, 58.41, 55.32, 41.67, 483.0000
485, 58.18, 57.22, 55.48, 54.86, 60.27, 58.31, 55.12, 41.70, 484.0000
486, 58.07, 57.18, 55.49, 54.75, 60.08, 58.47, 54.93, 41.74, 485.0000
487, 57.97, 57.29, 55.65, 54.64, 59.92, 58.86, 54.74, 41.76, 486.0000
488, 57.87, 57.51, 55.96, 54.54, 59.79, 59.41, 54.59, 41.79, 487.0000
489, 57.78, 57.83, 56.36, 54.44, 59.70, 60.05, 54.48, 41.82, 488.0000
490, 57.69, 58.21, 56.84, 54.35, 59.66, 60.73, 54.40, 41.84, 489.0000
491, 57.62, 58.65, 57.36, 54.28, 59.67, 61.43, 54.36, 41.86, 490.0000
492, 57.57, 59.12, 57.93, 54.22, 59.73, 62.12, 54.37, 41.89, 491.0000
493, 57.52, 59.62, 58.50, 54.18, 59.81, 62.80, 54.41, 41.91, 492.0000
494, 57.50, 60.12, 59.09, 54.16, 59.93, 63.47, 54.49, 41.93, 493.0000
495, 57.50, 60.63, 59.67, 54.16, 60.08, 64.10, 54.61, 41.95, 494.0000
496, 57.51, 61.13, 60.25, 54.18, 60.26, 64.71, 54.75, 41.97, 495.0000
497, 57.54, 61.63, 60.81, 54.21, 60.44, 65.31, 54.91, 41.99, 496.0000
498, 57.58, 62.12, 61.37, 54.25, 60.63, 65.86, 55.10, 42.01, 497.0000
499, 57.64, 62.61, 61.91, 54.32, 60.85, 66.40, 55.32, 42.03, 498.0000
500, 57.72, 63.08, 62.45, 54.40, 61.07, 66.92, 55.54, 42.05, 499.0000
501, 57.81, 63.54, 62.97, 54.49, 61.31, 67.43, 55.77, 42.06, 500.0000
502, 57.90, 63.98, 63.47, 54.60, 61.56, 67.90, 56.03, 42.08, 501.0000
503, 58.01, 64.42, 63.95, 54.70, 61.80, 68.35, 56.29, 42.10, 502.0000
504, 58.12, 64.84, 64.42, 54.82, 62.05, 68.78, 56.56, 42.12, 503.0000
505, 58.24, 65.24, 64.87, 54.96, 62.32, 69.21, 56.83, 42.13, 504.0000
506, 58.37, 65.63, 65.31, 55.09, 62.57, 69.61, 57.11, 42.15, 505.0000
507, 58.51, 66.00, 65.73, 55.23, 62.83, 70.00, 57.41, 42.17, 506.0000
508, 58.65, 66.36, 66.13, 55.38, 63.09, 70.37, 57.69, 42.18, 507.0000
509, 58.79, 66.72, 66.53, 55.53, 63.35, 70.72, 57.98, 42.20, 508.0000
510, 58.94, 67.05, 66.90, 55.68, 63.61, 71.06, 58.28, 42.22, 509.0000
511, 59.09, 67.39, 67.26, 55.84, 63.87, 71.39, 58.56, 42.23, 510.0000
512, 59.24, 67.70, 67.61, 56.00, 64.13, 71.72, 58.86, 42.25, 511.0000
513, 59.40, 68.01, 67.95, 56.16, 64.40, 72.02, 59.14, 42.27, 512.0000
514, 59.56, 68.30, 68.26, 56.32, 64.65, 72.32, 59.43, 42.28, 513.0000
515, 59.72, 68.58, 68.58, 56.48, 64.91, 72.61, 59.72, 42.30, 514.0000
516, 59.88, 68.86, 68.88, 56.65, 65.17, 72.90, 60.00, 42.31, 515.0000
517, 60.04, 69.13, 69.16, 56.81, 65.42, 73.17, 60.28, 42.33, 516.0000
518, 60.21, 69.39, 69.44, 56.98, 65.67, 73.43, 60.55, 42.35, 517.0000
519, 60.37, 69.63, 69.71, 57.14, 65.92, 73.67, 60.83, 42.37, 518.0000
520, 60.54, 69.88, 69.96, 57.31, 66.16, 73.92, 61.09, 42.38, 519.0000
521, 60.70, 70.11, 70.21, 57.48, 66.41, 74.16, 61.36, 42.40, 520.0000
522, 60.86, 70.34, 70.45, 57.64, 66.65, 74.40, 61.61, 42.42, 521.0000
523, 61.02, 70.55, 70.69, 57.81, 66.89, 74.62, 61.87, 42.45, 522.0000
524, 61.18, 70.77, 70.90, 57.97, 67.13, 74.85, 62.13, 42.47, 523.0000
525, 61.35, 70.96, 71.11, 58.13, 67.36, 75.03, 62.37, 42.49, 524.0000
526, 61.51, 71.08, 71.21, 58.30, 67.60, 75.03, 62.61, 42.52, 525.0000
527, 61.67, 71.08, 71.14, 58.46, 67.82, 74.81, 62.84, 42.54, 526.0000
528, 61.83, 70.96, 70.93, 58.61, 68.01, 74.42, 63.05, 42.57, 527.0000
529, 61.98, 70.75, 70.63, 58.76, 68.16, 73.92, 63.23, 42.59, 528.0000
530, 62.13, 70.47, 70.25, 58.90, 68.27, 73.37, 63.37, 42.62, 529.0000
531, 62.26, 70.13, 69.82, 59.04, 68.34, 72.79, 63.47, 42.65, 530.0000
532, 62.38, 69.75, 69.34, 59.14, 68.36, 72.19, 63.53, 42.67, 531.0000
533, 62.49, 69.35, 68.85, 59.24, 68.35, 71.60, 63.55, 42.70, 532.0000
534, 62.58, 68.93, 68.35, 59.32, 68.31, 71.02, 63.54, 42.73, 533.0000
535, 62.65, 68.50, 67.85, 59.38, 68.24, 70.46, 63.50, 42.76, 534.0000
536, 62.70, 68.08, 67.35, 59.42, 68.14, 69.91, 63.43, 42.79, 535.0000
537, 62.74, 67.66, 66.86, 59.45, 68.03, 69.37, 63.33, 42.82, 536.0000
538, 62.76, 67.24, 66.37, 59.45, 67.90, 68.87, 63.21, 42.86, 537.0000
539, 62.76, 66.82, 65.89, 59.44, 67.76, 68.38, 63.06, 42.89, 538.0000
540, 62.76, 66.42, 65.42, 59.43, 67.60, 67.92, 62.91, 42.93, 539.0000
541, 62.75, 66.03, 64.96, 59.40, 67.43, 67.47, 62.73, 42.96, 540.0000
542, 62.71, 65.64, 64.52, 59.35, 67.25, 67.04, 62.54, 42.99, 541.0000
543, 62.67, 65.27, 64.10, 59.30, 67.07, 66.62, 62.35, 43.03, 542.0000
544, 62.62, 64.91, 63.69, 59.24, 66.89, 66.23, 62.14, 43.07, 543.0000
545, 62.57, 64.56, 63.29, 59.17, 66.70, 65.85, 61.93, 43.10, 544.0000
546, 62.50, 64.22, 62.90, 59.10, 66.50, 65.49, 61.71, 43.14, 545.0000
547, 62.43, 63.89, 62.53, 59.02, 66.31, 65.14, 61.48, 43.18, 546.0000
548, 62.36, 63.58, 62.16, 58.93, 66.10, 64.81, 61.26, 43.22, 547.0000
549, 62.27, 63.28, 61.82, 58.84, 65.90, 64.48, 61.02, 43.26, 548.0000
550, 62.19, 62.98, 61.48, 58.75, 65.70, 64.17, 60.78, 43.29, 549.0000
551, 62.10, 62.70, 61.16, 58.64, 65.49, 63.87, 60.54, 43.32, 550.0000
552, 62.01, 62.43, 60.85, 58.54, 65.28, 63.58, 60.31, 43.36, 551.0000
553, 61.92, 62.17, 60.55, 58.43, 65.07, 63.30, 60.07, 43.39, 552.0000
554, 61.83, 61.91, 60.26, 58.33, 64.86, 63.02, 59.84, 43.42, 553.0000
555, 61.73, 61.66, 59.98, 58.23, 64.66, 62.76, 59.59, 43.46, 554.0000
556, 61.62, 61.43, 59.72, 58.11, 64.45, 62.50, 59.37, 43.50, 555.0000
557, 61.52, 61.21, 59.46, 58.00, 64.25, 62.26, 59.14, 43.53, 556.0000
558, 61.42, 60.99, 59.22, 57.89, 64.04, 62.02, 58.90, 43.56, 557.0000
559, 61.32, 60.77, 58.98, 57.78, 63.84, 61.79, 58.68, 43.59, 558.0000
560, 61.21, 60.56, 58.74, 57.66, 63.63, 61.57, 58.46, 43.62, 559.0000
561, 61.11, 60.37, 58.52, 57.55, 63.43, 61.35, 58.24, 43.65, 560.0000
562, 61.00, 60.18, 58.31, 57.44, 63.23, 61.14, 58.02, 43.68, 561.0000
563, 60.90, 59.99, 58.11, 57.32, 63.03, 60.93, 57.81, 43.71, 562.0000
564, 60.79, 59.81, 57.92, 57.21, 62.84, 60.73, 57.60, 43.74, 563.0000
565, 60.69, 59.64, 57.72, 57.10, 62.64, 60.54, 57.40, 43.78, 564.0000
