%gelbes Spektrum
%U/V    I/nA
-0.5, 0.0
1.5, 14.0
2.5, 19.5
4.5, 26.0
6.5, 31.0
8.5, 35.0
10.5, 38.0
12.5, 40.0
14.5, 42.0
16.5, 44.0
18.5, 44.5
20.0, 46.0
