%gruenes Spektrum
%U/V    I/nA
-0.53, 0
1.5, 27
3.5, 51
5.5, 64
7.5, 73
9.5, 80
11.5, 87
13.5, 92
15.5, 96
17.5, 100
19.5, 100
0,0
