#U_A/V  I_A/nA*e-3
0.0,170
0.25,120
0.5,100
0.75,95
1.0,90
1.25,90
1.5,80
1.75,80
2.0,70
2.25,60
2.5,50
2.75,40
3.0,30
3.25,20
3.5,10
3.75,0
4.0,0
