#U/V    I_A/mA
0,0.000
10,0.019
20,0.044
30,0.069
40,0.091
50,0.101
60,0.111
70,0.116
80,0.120
90,0.123
100,0.125
110,0.127
120,0.128
130,0.130
140,0.131
150,0.132
